sentiment,tweet
positive,just got home from a partyyyy. had a good time. can`t wait for my birthday in 7 days!
positive, just need to know what to be cautious about.  being cautious is good.
neutral, That`s just how babies are  Their little rhythms are still in sinc with when they were inutero.
negative,"Working on this **** Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
neutral,http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night
negative,New picture  bored.
negative,#myweawkness chocolate...i can`t say no
negative,Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D
positive," Mmm, comfort junk food. That sounds good. I always preferred Wingstop"
neutral,I`m still waiting for the Oprah touch
neutral, Wish you were doing one in San Francisco!
negative, I don`t think they sale Ciroc where I stay..****..thats just my luck
neutral,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today"
neutral, Soooooo true. I don`t dare ask for something like that!
positive,Gonna run to the gym to get my workout in before my really f`kin big pile of mulch arrives at around 8 or 9am! I`m excited about my mulch
positive,"  Good eatin.   Hey, follow my son .  He`s on now"
negative,OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months
positive," it`s best if i check it while it IS up. when it`s down, i can`t really see anything"
neutral, I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.
negative,Finally out of school for today! HAD TO SIT IN LIBRARY FOR A LONG TIME
negative,"stomach cramps; sat in bed with a hot water bottle having some hot milk & toast, i feel like a wi girl again :`) minus the stomach cramps"
positive,it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!
negative,.... So I always get left out
neutral,at thee mall
negative," Hey, sorry I didn`t get in touch sooner! We didn`t go by Bologna. It was out of our way"
positive," Would you travel to the UK for one?  The big US meets sound great, I`d love to go to one of those, so many furs & so much art"
positive," Haha I know, I cant handle the fame!  and thank you!"
negative,ugh. I totally can`t sleep.
neutral,made a little cover for my iphone.  the birds aren`t upside down on the back  http://twitpic.com/67tp9 & http://twitpic.com/67to5
negative,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!"
positive, do it and I`ll give you the first hug
negative, I am sorry.
negative,has a tummy ache
negative,Happy Mother`s Day to every mommy out there
positive,laundry and loud music.... relaxing
neutral,Where is Teng?
neutral, Not by choice.  I have to use it for that one project that never ends!
positive,"Happy Mother`s Day to all the mommies out there, be you woman or man as long as you`re `momma` to someone this is your day!"
negative,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP"
negative,i hate getting put on steroids. my face
neutral,off to work now
negative,"Okay, the man with the hook for a hand is kinda freaking me out right now."
negative, yay!! we`ll all move!! sorry dh is being Grr...  ****
positive, Yes. Nag twitter. HAHA  Thanks. LM.
negative,i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.
positive," thanks neemah. I`m gonna be soooo close to you and izzy, yet so far"
negative," you drank it on the sly, didn`t you and that`s why you`re asking. I know how you are"
neutral,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick
negative," Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD"
positive,_d ...I`m so happy for you guys! COngratulations!
positive,Can`t wait to go to bed
neutral,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!
neutral,"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie"
positive," yep i am.got back this morning. NFg were fab last night, but i cant go tomorrow   you getting MS ticket soon? 4weeks away"
neutral,"i`ve locked up a mac once or twice in my time. ok, literally once or twice."
neutral,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys
positive,Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well
positive,"Am good thanks, what`s Miami saying? How come u wrote to me?"
neutral,just get back home. the first exam was too long no time to finish it ...
negative,Cause these stupid people dont have my phone and my tummy herts
positive,jb are so cute!  lmfao -giggles-
neutral, I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.
negative, im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((
neutral,"OMG, it`s JULY`S LAST DAY!"
neutral,"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back."
neutral, She must be a were-Wookiee then
negative,  What`s wrong with her?
negative,ughhhhhhhh i don`t feel good
negative,26 pin multi core cable goes bad just B4 service
neutral, Hey  Did you have a good weekend buddy?
negative,  I want to go to the pub. Boooo.
negative,because it is too hot i am sleeping with the window open. just means all the noise will make me up early
neutral,  'Bandwidth Limit Exceeded' on your website
neutral,at work and tired just want to go to bed
neutral,editing pictures
neutral,listening to a new Stolen Sheep record
negative," yep and its freezing, i hate winter  im literally wearing blackets"
negative, WHAT?! i was wanting to see that show!!
neutral,Talking to my best mate and my boyfriend on msn
neutral,Just got nudged by Diane.
negative,I miss Vermont
negative, my phone died
positive, Thanks PP!
neutral,Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!
positive," praying you get better soon you sweet one , sorry your still not well"
positive,Congratulation`s to phil packer on completing the london marathon  x a shining example to us all x
negative," If a Cong govt was ruling Karnataka, Cauvery wouldn`t have found a mention  Truly, our politicians have no integrity."
neutral, Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen (I can`t spell it)
negative,why is it so hard to find good house events in the Sacramento area?
positive,Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!
positive,Goood Moring
positive,"  he`s hard to please, methinks he has the picture in his head just fine"
positive,_sl happy sunday to you to
neutral,"still babysitting, i want another boost"
positive, haha  Thanks!
neutral, Bye.
positive, i need lele to answer meeee! Haha.
neutral, Whaaaat?!?!?  When did that happen?
neutral, You cant put off age but you can put off grumpiness
neutral,_sm Do you know why we have two Categories on our website? I`m trying to remove one but i can`t.
neutral,it`s Mothers Day today
negative,I didn`t get my q`doba today! sad
neutral, Here I`m staying up with you and you`re not talking to me.   hehe
positive,surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies)
neutral, tomorrow night would definitely work
neutral,Off to work I go!
neutral,"It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas........"
neutral,Little bottle jus for me   http://mypict.me/FLC
positive,Hi CelebXXXVidsYH and AyBygW! Thanks for following
positive,"amazing, my brand new PARI neb broke. go figure. and it`s the weekend. looks like i won`t be getting another one until next week.  *sigh*"
neutral, Really! No even a little bit of #pane
negative,shakalohana week two of flat wavez no surfin
positive,my body isnt itching anymore
neutral,Amost there
neutral,My phone is ultra fast now with all the latest firmware updates installed!
negative,is anyone out there??  so bored at work...
positive, ok  i kinda thought so... i mean those 2? ... it would be funny though.
negative," Wish I could listen but because I`m from Canada, the website won`t let me!"
positive,Happy Mothers day to all mums
neutral, just bad good leader and delegate it
neutral, I sent you a message.
